attributes.Ambience.divey,attributes.RestaurantsDelivery,attributes.DogsAllowed,postal_code,hours.Thursday,attributes.BestNights.sunday,attributes.BYOB,attributes.AgesAllowed,attributes.Music.video,hours.Friday,latitude,attributes.Alcohol,attributes.Ambience.classy,attributes.RestaurantsTableService,business_id,attributes.Ambience.touristy,attributes.RestaurantsCounterService,attributes.Corkage,attributes.RestaurantsGoodForGroups,categories,name,attributes.BusinessAcceptsBitcoin,attributes.HappyHour,attributes.WheelchairAccessible,attributes.Ambience.hipster,attributes.BusinessAcceptsCreditCards,is_open,attributes.DietaryRestrictions.vegetarian,attributes.Music.live,attributes.Music.background_music,neighborhood,attributes.BusinessParking.lot,attributes.Music.karaoke,review_count,attributes.GoodForMeal.breakfast,attributes.NoiseLevel,state,attributes.DriveThru,attributes.HasTV,attributes.GoodForMeal.dinner,attributes.BusinessParking.street,address,attributes.RestaurantsAttire,hours.Sunday,attributes.BestNights.tuesday,attributes.AcceptsInsurance,attributes.BestNights.wednesday,hours.Wednesday,attributes.Open24Hours,attributes.Ambience.trendy,attributes.CoatCheck,hours.Monday,city,attributes.Music.no_music,hours.Tuesday,stars,attributes.RestaurantsPriceRange2,attributes.Ambience.intimate,attributes.GoodForMeal.latenight,attributes.GoodForMeal.dessert,attributes.BusinessParking.validated,attributes.GoodForMeal.lunch,attributes.GoodForKids,attributes.DietaryRestrictions.soy-free,attributes.GoodForMeal.brunch,attributes.BusinessParking.valet,longitude,attributes.DietaryRestrictions.gluten-free,attributes.BYOBCorkage,attributes.BusinessParking.garage,attributes.BestNights.friday,hours.Saturday,attributes.Music.dj,attributes.BestNights.saturday,attributes.Ambience.casual,attributes.BestNights.thursday,attributes.BestNights.monday,attributes.DietaryRestrictions.kosher,attributes.WiFi,attributes.Smoking,attributes.DietaryRestrictions.halal,attributes.GoodForDancing,attributes.ByAppointmentOnly,attributes.Caters,attributes.RestaurantsReservations,attributes.DietaryRestrictions.dairy-free,attributes.DietaryRestrictions.vegan,attributes.Ambience.romantic,attributes.Music.jukebox,attributes.Ambience.upscale,attributes.RestaurantsTakeOut,attributes.BikeParking,attributes.OutdoorSeating
,False,,61820,,,,,,,40.1157886,,,False,128125,,,,False,"[u'Restaurants', u'Fast Food', u'Sandwiches']",Subway,,,,,True,1,,,,,,,6,,loud,IL,,,,,"45 E University Ave, Ste 101",,,,,,,,,,,Champaign,,,2.0,,,,,,,,,,,-88.241201,,,,,,,,,,,,,,,,,,False,,,,,,True,,
,,,61820,10:00-18:00,,,,,10:00-18:00,40.098227,,,,128216,,,,,"[u'Sewing & Alterations', u'Local Services']",Yong's Alterations,,,,,True,1,,,,,,,8,,,IL,,,,,1502 S Neil St,,,,,,10:00-18:00,,,,10:00-18:00,Champaign,,10:00-18:00,3.0,,,,,,,,,,,-88.2445511,,,,,10:00-13:00,,,,,,,,,,,,,,,,,,,,,
,,,61820,,,,,,,40.09674520000001,,,,128217,,,,,"[u'Hotels & Travel', u'Hotels', u'Event Planning & Services']",Hawthorn Suites By Wyndham Champaign,,,,,True,1,,,,,,,23,,,IL,,,,,101 Trade Centre Dr.,,,,,,,,,,,Champaign,,,3.0,2.0,,,,,,,,,,-88.24561,,,,,,,,,,,,free,,,,,,,,,,,,,,
,False,,61820,,,,,,,40.1221403,none,,False,128544,,,,True,"[u'Mediterranean', u'Restaurants', u'Burgers']",Jack's Grill & Mediterranean Cuisine,,,True,,True,0,,,,,True,,9,False,,IL,,,True,False,705 N Neil St,casual,,,,,,,,,,Champaign,,,4.0,1.0,,False,False,False,True,True,,False,False,-88.243543,,,False,,,,,,,,,,,,,,,False,,,,,,True,,False
False,,,61820,16:00-2:00,False,,,False,16:00-2:00,40.1165811599,full_bar,False,,128690,False,,,True,"[u'Bars', u'Pubs', u'Nightlife']",Mike N Molly's,,True,True,False,True,0,,True,False,,False,False,32,,loud,IL,,True,,True,105 N Market St,,16:00-2:00,False,,False,16:00-2:00,,False,False,16:00-2:00,Champaign,False,16:00-2:00,4.0,1.0,False,,,False,,,,,False,-88.2418391481,,,False,True,16:00-2:00,True,True,True,False,True,,,outdoor,,False,,,False,,,False,True,False,,True,True
False,True,,61820,11:00-23:00,,,,,11:00-23:00,40.1100646,none,False,False,129306,False,,,True,"[u'Restaurants', u'Pizza']",Antonio's Pizza,,,True,False,True,0,,,,,False,,77,False,average,IL,,False,True,True,619 E Green St,casual,11:00-23:00,,,,11:00-23:00,,False,,11:00-23:00,Champaign,,11:00-23:00,4.0,1.0,False,True,False,False,True,True,,False,False,-88.22960920000001,,,False,,11:00-23:00,,,False,,,,no,,,,,False,False,,,False,,False,True,True,False
False,False,,61820,11:00-3:00,,,,,11:00-3:00,40.1104696,none,False,False,129307,False,,,False,"[u'Restaurants', u'American (Traditional)', u'Food', u'Burgers']",Jurassic Grill,,,,False,True,1,,,,,False,,32,False,average,IL,False,False,True,False,404 E Green St,casual,11:00-22:00,,,,11:00-22:00,,False,,11:00-22:00,Champaign,,11:00-22:00,3.5,1.0,False,True,False,False,True,True,,False,False,-88.23311770000001,,,False,,11:00-3:00,,,True,,,,no,,,,,,False,,,False,,False,True,True,False
,,,61822,8:00-17:00,,,,,8:00-17:00,40.112260299999996,,,,129644,,,,,"[u'Plumbing', u'Heating & Air Conditioning/HVAC', u'Home Services', u'Electricians']","Mattex Service - Heating, Cooling and Plumbing",,,,,True,1,,,,,,,5,,,IL,,,,,402 S Staley Rd,,8:00-0:00,,,,8:00-17:00,,,,8:00-17:00,Champaign,,8:00-17:00,5.0,,,,,,,,,,,-88.3138527,,,,,8:00-0:00,,,,,,,,,,,True,,,,,,,,,,
False,False,,61822,9:00-18:00,,,,,9:00-18:00,40.0634243532,none,False,False,130086,True,,,True,"[u'American (Traditional)', u'Restaurants', u'Food', u'Local Flavor', u'Organic Stores', u'Grocery']",Curtis Orchard & Pumpkin Patch,,,,False,True,1,,,,,True,,50,False,average,IL,,False,False,False,3902 S Duncan Rd,casual,11:00-18:00,,,,9:00-18:00,,False,,9:00-18:00,Champaign,,9:00-18:00,3.5,2.0,False,False,False,False,True,True,,False,False,-88.29501628879999,,,False,,9:00-18:00,,,False,,,,,,,,,False,False,,,False,,False,False,True,True
,,,61820,10:00-19:00,,,,,10:00-19:00,40.1379982,,,,130282,,,,,"[u'Shopping', u'Fashion', u'Formal Wear']",Seno Formal Wear,,,,,True,1,,,,,,,3,,,IL,,,,,53 E Marketview Dr,,,,,,10:00-19:00,,,,10:00-19:00,Champaign,,10:00-19:00,4.0,2.0,,,,,,,,,,-88.24018459999999,,,,,10:00-17:00,,,,,,,,,,,,,,,,,,,,,
False,False,,61820,6:00-14:00,,False,,,6:00-14:00,40.116985299999996,none,False,True,130283,False,,False,True,"[u'Restaurants', u'Breakfast & Brunch', u'Mediterranean', u'Diners']",Sam's Cafe,,,True,False,False,1,,,,,False,,88,True,average,IL,,False,False,True,115 N Walnut St,casual,7:00-13:00,,,,6:00-14:00,,False,,6:00-14:00,Champaign,,6:00-14:00,4.0,1.0,False,False,False,False,False,True,,False,False,-88.2427068,,yes_free,False,,6:00-13:00,,,False,,,,no,,,,,False,False,,,False,,False,True,True,False
False,False,,61820,,,,,,,40.0975069,none,False,False,130345,False,,,True,"[u'Burgers', u'Restaurants', u'Fast Food']",McDonald's,,,,False,True,1,,,,,True,,17,True,quiet,IL,True,False,False,False,1605 S Neil St,casual,,,,,,,False,,,Champaign,,,2.5,1.0,False,False,False,False,False,True,,True,False,-88.24528259999998,,,False,,,,,True,,,,free,,,,,False,False,,,False,,False,True,True,False
,,,61822,,,,,,,40.11795,,,,131051,,,,,"[u'Specialty Schools', u'Performing Arts', u'Education', u'Middle Schools & High Schools', u'Elementary Schools', u'Dance Schools', u'Arts & Entertainment']",Champaign Ballet Academy,,,,,,1,,,,,,,4,,,IL,,,,,2810 W Clark Rd,,,,,,,,,,,Champaign,,,3.0,,,,,,,False,,,,-88.292811,,,,,,,,,,,,,,,,,,,,,,,,,,
False,True,,61821,11:00-2:00,,,,,11:00-3:00,40.118873799999996,none,False,False,131068,False,,,True,"[u'Mexican', u'Restaurants']",La Bamba,,,,False,True,1,,,,,True,,22,False,quiet,IL,,True,False,False,1905 Glenn Park Dr,casual,11:00-0:00,,,,11:00-2:00,,False,,11:00-2:00,Champaign,,11:00-2:00,3.0,2.0,False,False,False,False,True,True,,False,False,-88.2782876,,,False,,11:00-3:00,,,False,,,,no,,,,,False,False,,,False,,False,True,,False
,,,61821,7:00-23:00,,,,,7:00-23:00,40.1150795,,,,131231,,,,,"[u'Laundry Services', u'Local Services', u'Dry Cleaning & Laundry']",Starcrest Cleaners,,,,,True,1,,,,,False,,4,,,IL,,,,False,202 S Country Fair Dr,,7:00-23:00,,,,7:00-23:00,,,,7:00-23:00,Champaign,,7:00-23:00,4.0,2.0,,,,False,,,,,False,-88.2811522,,,False,,7:00-23:00,,,,,,,free,,,,,,,,,,,,,,
,,,61822,10:00-20:00,,,,,10:00-20:00,40.1377634,,,,131454,,,,,"[u'Shoe Stores', u'Fashion', u'Shopping']",Red Wing Shoe Store,,,True,,True,1,,,,,True,,3,,,IL,,,,False,"907 W Marketview Dr, Ste 3",,12:00-17:00,,,,10:00-20:00,,,,10:00-20:00,Champaign,,10:00-20:00,3.5,1.0,,,,False,,,,,False,-88.2603807,,,False,,10:00-18:00,,,,,,,,,,,,,,,,,,,,True,
,True,,61822,9:00-17:00,,,,,9:00-17:00,40.0692716,,,,131859,,,,,"[u'Shopping', u'Florists', u'Flowers & Gifts']",Forget Me Not Florals,,,,,True,1,,,,,,,5,,,IL,,,,,2707 Curtis Rd,,0:00-0:00,,,,9:00-17:00,,,,9:00-17:00,Champaign,,9:00-17:00,2.5,2.0,,,,,,,,,,-88.29211459999999,,,,,9:00-14:00,,,,,,,,,,,,,,,,,,,,,
,,,61821,9:00-18:00,,,,,9:00-18:00,40.114956899999996,,,,132270,,,,,"[u'Motorcycle Repair', u'Automotive', u'Auto Repair']",Freedom's Choice,,,,,True,1,,,,,,,7,,,IL,,,,,"306 Tiffany Ct, Ste E",,,,,,9:00-18:00,,,,9:00-18:00,Champaign,,9:00-18:00,2.5,,,,,,,,,,,-88.31739,,,,,10:00-15:00,,,,,,,,,,,,,,,,,,,,,
,,,61822,10:00-20:00,,,,,10:00-20:00,40.14839310000001,,,,132879,,,,,"[u'Home Decor', u'Mattresses', u'Shopping', u'Home & Garden', u'Furniture Stores']",Furniture Row,,,True,,True,1,,,,,False,,4,,,IL,,,,False,2711 N Prospect Ave,,12:00-18:00,,,,10:00-20:00,,,,10:00-20:00,Champaign,,10:00-20:00,4.0,2.0,,,,False,,,,,False,-88.25873229999999,,,False,,10:00-20:00,,,,,,,,,,,,,,,,,,,,False,
False,False,,61822,11:00-21:00,,,,,11:00-22:00,40.1465169,,False,False,132907,False,,,True,"[u'Buffets', u'Mongolian', u'Asian Fusion', u'Restaurants']",HuHot Mongolian Grill,,,,False,True,1,,,,,False,,17,False,average,IL,,False,False,False,902 Meijer Dr,casual,11:00-21:00,,,,11:00-21:00,,False,,11:00-21:00,Champaign,,11:00-21:00,3.0,2.0,False,False,False,False,True,True,,False,False,-88.2581333,,,False,,11:00-22:00,,,True,,,,no,,,,,,False,,,False,,False,True,True,False
False,True,,61821,,,,,,,40.1025734113,none,False,False,133312,False,,,False,"[u'Chinese', u'Restaurants']",Ming Garden,,,,False,True,1,,,,,False,,12,False,quiet,IL,,False,False,False,1804 Sangamon Dr,casual,,,,,,,False,,,Champaign,,,3.5,1.0,False,False,False,False,False,True,,False,False,-88.277292841,,,False,,,,,False,,,,free,,,,,False,False,,,False,,False,True,False,False
,,,61822,9:00-18:00,,,,,9:00-18:00,40.14008,,,,133358,,,,,"[u'Real Estate', u'University Housing', u'Home Services']",88 West Apartments,,,,,False,1,,,,,,,3,,,IL,,,,,2001 N Moreland Blvd,,,,,,9:00-18:00,,,,9:00-18:00,Champaign,,9:00-18:00,1.5,,,,,,,,,,,-88.252512,,,,,10:00-18:00,,,,,,,,,,,,,,,,,,,,,
,,,61820,8:00-17:00,,,,,8:00-12:00,40.112777,,,,133741,,,,,"[u'Cosmetic Dentists', u'Dentists', u'Oral Surgeons', u'Endodontists', u'Health & Medical', u'General Dentistry']","Dankle W Casey, DDS",,,,,,1,,,,,,,4,,,IL,,,,,102 W Springfield Ave,,,,,,8:00-14:00,,,,8:00-17:00,Champaign,,8:00-17:00,5.0,,,,,,,,,,,-88.243852,,,,,,,,,,,,,,,,True,,,,,,,,,,
,,,61820,,,,,,,40.1298664,,,,133742,,,,,"[u'Body Shops', u'Automotive']",Dave's Collision Repair,,,,,,1,,,,,,,3,,,IL,,,,,1402 Hagan St,,,,,,,,,,,Champaign,,,5.0,,,,,,,,,,,-88.25446190000001,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,61820,9:00-17:00,,,,,9:00-17:00,40.115789899999996,,,,133755,,,,,"[u'Shopping', u'Shoe Repair', u'Local Services', u'Luggage']",JJ's Shoe Repair,,,,,False,1,,,,,False,,16,,,IL,,,,True,109 S Walnut St,,,,,,9:00-17:00,,,,,Champaign,,9:00-17:00,3.5,1.0,,,,False,,,,,False,-88.24319759999999,,,False,,9:00-17:00,,,,,,,,,,,,,,,,,,,,True,
,,,61820,10:00-20:00,,,,,10:00-20:00,40.0909965,,,,134102,,,,,"[u'Waxing', u'Beauty & Spas', u'Hair Removal', u'Nail Salons']",Salon Xpression,,,,,True,1,,,,,False,,6,,,IL,,,,False,2027 S Neil St,,11:00-16:00,,,,10:00-20:00,,,,10:00-20:00,Champaign,,10:00-20:00,4.0,3.0,,,,False,,,,,False,-88.24748220000001,,,False,,10:00-20:00,,,,,,,,,,,True,,,,,,,,,,
,,,61820,,,,,,,40.110053,,,,134270,,,,,"[u'Beauty & Spas', u'Nail Salons']",Campus Nails,,,,,True,1,,,,,False,,6,,,IL,,,,False,509 E Green St,,,,,,,,,,,Champaign,,,2.0,2.0,,,,False,,,,,False,-88.23085390000001,,,False,,,,,,,,,,,,,False,,,,,,,,,True,
,,,61821,7:00-19:00,,,,,7:00-19:00,40.117627,,,,134362,,,,,"[u'Pets', u'Pet Groomers', u'Pet Boarding/Pet Sitting', u'Pet Services']",Angel Paws Pet Grooming & Pet Sitting,,,,,,1,,,,,,,25,,,IL,,,,,1618 W Park Ave,,7:00-19:00,,,,7:00-19:00,,,,7:00-19:00,Champaign,,7:00-19:00,4.5,,,,,,,,,,,-88.2740965,,,,,7:00-19:00,,,,,,,,,,,,,,,,,,,,,
,,,61820,13:00-22:00,,,,,13:00-23:00,40.107102000000005,,,,134833,,,,,"[u'Hobby Shops', u'Shopping']",Titan Games,,,True,,True,1,,,,,True,,12,,,IL,,,,False,"723 S Neil St, Ste 104",,12:00-21:00,,,,13:00-22:00,,,,13:00-22:00,Champaign,,13:00-22:00,4.5,1.0,,,,False,,,,,False,-88.243891,,,False,,12:00-21:00,,,,,,,,,,,,,,,,,,,,True,
False,,False,61820,,False,,,True,,40.319182899999994,full_bar,False,,134834,False,,,True,"[u'Bars', u'Wine Bars', u'Nightlife', u'Gay Bars', u'Lounges']",Emerald City Lounge,,True,True,False,True,0,,False,False,,False,False,24,,average,IL,,True,,True,118 N 1st St,,,False,,False,,,False,False,,Champaign,False,,4.0,2.0,False,,,False,,,,,False,-88.346751,,,False,True,,False,True,False,True,False,,,outdoor,,False,,,,,,False,False,True,,,True
,,,61820,,,,,,,40.116610200000004,,,,134850,,,,,"[u'Shopping', u'Eyewear & Opticians']",Lenscrafters,,,,,,1,,,,,,,3,,,IL,,,,,Market Place Shopping Ctr,,,,,,,,,,,Champaign,,,5.0,,,,,,,,,,,-88.24125040000001,,,,,,,,,,,,,,,,,,,,,,,,,,
False,True,,61820,11:00-21:00,,,,,11:00-21:00,40.109787299999994,none,False,True,135106,False,,,True,"[u'Indian', u'Food', u'Grocery', u'Restaurants']",Mirsung,,,True,False,True,1,,,,,True,,11,False,quiet,IL,,False,False,False,49 E Green St,casual,11:00-21:00,,,,11:00-21:00,,False,,11:00-21:00,Champaign,,11:00-21:00,3.5,1.0,False,False,False,False,False,True,,False,False,-88.2404819,,,False,,11:00-21:00,,,False,,,,no,,,,,True,False,,,False,,False,True,True,False
,,,61820,,,,,,,40.117819,,,,135232,,,,,"[u'Home Services', u'Real Estate', u'Real Estate Agents']",Ward & Associates Realtors,,,,,False,1,,,,,,,4,,,IL,,,,,8 E Main St,,,,,,,,,,,Champaign,,,4.0,,,,,,,,,,,-88.243169,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,61820,10:00-15:00,,,,,17:00-21:00,40.110524,,,,135233,,,,,"[u'Active Life', u'Yoga', u'Dance Studios', u'Gyms', u'Fitness & Instruction']",Defy Gravity,,,True,,True,1,,,,,False,,4,,,IL,,,,False,"24 E Green St, Ste 11",,14:00-21:00,,,,9:00-14:00,,,,17:00-21:30,Champaign,,17:00-21:30,5.0,,,,,False,,False,,,False,-88.24167299999999,,,False,,16:45-21:00,,,,,,,,,,,True,,,,,,,,,,
,,,61820,,,,,,,40.1130698,,,,135240,,,,,"[u'Food', u'Grocery']",County Market,,,True,,True,1,,,,,True,,33,,,IL,,,,False,331 E Stoughton St,,,,,,,,,,,Champaign,,,3.5,2.0,,,,False,,,,,False,-88.2339571,,,False,,,,,,,,,,,,,,False,,,,,,,True,True,
,,,61820,,,,,,,40.110084,,,,135458,,,,,"[u'Shopping', u""Women's Clothing"", u'Fashion']",Pitaya,,,True,,True,0,,,,,False,,5,,,IL,,,,False,625 E Green St,,,,,,,,,,,Champaign,,,2.5,2.0,,,,False,,,,,False,-88.229381,,,False,,,,,,,,,,,,,,,,,,,,,,,
False,True,,61821,,,,,,,40.098229700000005,none,False,False,135762,False,,,True,"[u'American (New)', u'Restaurants']",Super Wok,,,True,False,True,1,,,,,False,,4,False,average,IL,,False,False,False,1737 W Kirby Ave,casual,,,,,,,False,,,Champaign,,,3.0,2.0,False,False,False,False,False,True,,False,False,-88.274226,,,False,,,,,False,,,,,,,,,,False,,,False,,False,True,False,False
,False,,61820,,,,,False,,40.103246,,,,135877,,,,True,"[u'Restaurants', u'Nightlife', u'American (Traditional)', u'Bars', u'Pool Halls']",Jillian's,,,,,True,0,,False,False,,False,False,5,,,IL,,,,False,1201 S Neil St,,,,,,,,,,,Champaign,False,,3.5,,,,,False,,,,,False,-88.244236,,,False,,,False,,,,,,,,,,,,,,,,True,,,,
,,,61820,10:00-21:00,,,,,9:00-22:00,40.143188,,,,135943,,,,,"[u'Fashion', u'Department Stores', u""Women's Clothing"", u'Shopping', u'Shoe Stores']",Bergner's,,,,,True,1,,,,,True,,8,,,IL,,,,False,2000 North Neil Street,,11:00-19:00,,,,10:00-21:00,,,,10:00-21:00,Champaign,,10:00-21:00,2.5,2.0,,,,False,,,,,False,-88.244878,,,False,,9:00-22:00,,,,,,,,,,,,,,,,,,,,True,
,,,61822,8:00-16:30,,,,,8:00-12:00,40.084967999999996,,,,136174,,,,,"[u'Dentists', u'Orthodontists', u'Health & Medical']","Jordan Christopher, DDS MSD, PC",,,,,,1,,,,,,,3,,,IL,,,,,2920 Crossing Ct,,,,True,,8:00-16:30,,,,8:00-16:30,Champaign,,8:00-16:30,5.0,,,,,,,,,,,-88.294736,,,,,,,,,,,,,,,,True,,,,,,,,,,
False,False,,61820,11:00-20:30,,,,,11:00-21:30,40.1399247,none,False,False,136311,False,,,True,"[u'Italian', u'Restaurants']",Za's Italian Cafe,,,True,False,True,1,,,,,True,,30,False,average,IL,,False,False,False,1905 N Neil St,casual,11:00-20:00,,,,11:00-20:30,,False,,11:00-20:30,Champaign,,11:00-20:30,3.0,1.0,False,False,False,False,True,True,,False,False,-88.2458532,,,False,,11:00-21:30,,,True,,,,free,,,,,True,False,,,False,,False,True,False,False
,,,61820,,,,,,,40.112609,,,,136443,,,,,"[u'Hair Removal', u'Beauty & Spas']",Karen Luster Electrolysis,,,False,,False,1,,,,,True,,4,,,IL,,,,False,24 E Springfield Ave,,,,,,,,,,,Champaign,,,2.0,2.0,,,,False,,,,,False,-88.24241590000001,,,False,,,,,,,,,,,,,True,,,,,,,,,,
False,False,,61820,10:45-22:00,,,,,10:45-22:00,40.110374778200004,beer_and_wine,False,False,136455,False,,,True,"[u'Mexican', u'Restaurants', u'Fast Food']",Chipotle Mexican Grill,,,True,False,True,1,,,,,False,,71,False,loud,IL,False,False,True,True,"528 E Green St, Ste 101",casual,10:45-22:00,,,,10:45-22:00,,False,,10:45-22:00,Champaign,,10:45-22:00,3.0,1.0,False,False,False,False,True,True,,False,False,-88.2306922227,,,False,,10:45-22:00,,,True,,,,no,,,,,True,False,,,False,,False,True,True,False
,False,,61820,10:30-0:00,,,,,10:30-0:00,40.1093708,,,,136849,,,,,"[u'Dim Sum', u'Restaurants', u'Chinese', u'Barbeque', u'Korean']",Kung Fu BBQ,,,,,,1,,,,,,,5,,,IL,,,,,510 EJohn St,,10:30-0:00,,,,10:30-0:00,,,,10:30-0:00,Champaign,,10:30-0:00,2.0,,,,,,,,,,,-88.23085920000001,,,,,10:30-0:00,,,,,,,no,,,,,,False,,,,,,,,
,,,61820,,,,,,,40.115077,,,,136890,,,,,"[u'General Dentistry', u'Health & Medical', u'Dentists']",Bacheller David DMD,,,,,,1,,,,,,,4,,,IL,,,,,305 W Clark St,,,,True,,,,,,,Champaign,,,5.0,,,,,,,,,,,-88.2475075,,,,,,,,,,,,,,,,True,,,,,,,,,,
False,False,False,61820,12:00-22:00,,,,,12:00-0:00,40.110518,beer_and_wine,False,True,136907,False,,,True,"[u'Hot Pot', u'Asian Fusion', u'Restaurants']",Hot Pot Lab,,,True,False,True,0,,,,,True,,46,False,quiet,IL,,True,True,True,"112 E Green St, Ste A",casual,12:00-22:00,,,,12:00-22:00,,True,,12:00-22:00,Champaign,,12:00-22:00,3.5,2.0,False,False,False,False,False,True,,False,False,-88.23728100000001,,,False,,12:00-0:00,,,False,,,,free,,,,,False,False,,,False,,False,False,True,False
,,,61820,,,,,,,40.11253,,,,136940,,,,,"[u'Beauty & Spas', u'Barbers', u'Hair Salons']",Jaivika Salon,,,,,True,1,,,,,False,,4,,,IL,,,,False,624 S Fifth St,,,,,,,,,,,Champaign,,,5.0,2.0,,,,False,,True,,,False,-88.24627,,,False,,,,,,,,,,,,,True,,,,,,,,,True,
,,,61820,8:00-17:00,,,,,8:00-17:00,40.1104614,,,,137048,,,,,"[u'Keys & Locksmiths', u'Home Services', u'Hardware Stores', u'Shopping', u'Home & Garden']",Ron's Campus Locksmith Shop,,,,,True,1,,,,,,,6,,,IL,,,,,502 E Green St,,,,,,8:00-17:00,,,,8:00-17:00,Champaign,,8:00-17:00,2.0,,,,,,,,,,,-88.23186209999999,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,,61820,,,False,,,,40.110039,,,False,137124,,,False,True,"[u'Sandwiches', u'Restaurants']",The Pita Pit,,,True,,True,0,,,,,False,,3,False,,IL,,,False,True,611 E Green St,casual,,,,,,,,,,Champaign,,,3.5,1.0,,False,False,False,False,,,False,False,-88.229804,,yes_free,False,,,,,,,,,,,,,,,False,,,,,,True,,False
,,,61820,9:00-22:30,,,,,9:00-22:30,40.1165992,,,,137130,,,,,"[u'Hotels & Travel', u'Bed & Breakfast']",The Avenue Bed & Breakfast,,,,,,1,,,,,,,3,,,IL,,,,,802 W University Ave,,9:00-22:30,,,,9:00-22:30,,,,9:00-22:30,Champaign,,9:00-22:30,4.5,,,,,,,,,,,-88.25592850000001,,,,,9:00-22:30,,,,,,,free,,,,,,,,,,,,,,
False,False,,61820,,,,,,,40.1101982,none,False,False,137268,False,True,,True,"[u'Chinese', u'Restaurants']",Number One Wok,,,True,False,True,0,,,,,True,,15,False,average,IL,,True,False,False,12 E Green St,casual,,,,,,,False,,,Champaign,,,3.5,1.0,False,False,False,False,True,True,,False,False,-88.2430455,,,False,,,,,False,,,,,,,,,False,False,,,False,,False,True,,False
,,,61820,10:00-19:00,,,,,10:00-17:30,40.0983182,,,,137279,,,,,"[u'Watches', u'Jewelry Repair', u'Jewelry', u'Gold Buyers', u'Shopping', u'Local Services']",Flora Gems,,,,,,1,,,,,,,3,,,IL,,,,,302 W Kirby Ave,,,,,,10:00-17:30,,,,,Champaign,,10:00-17:30,5.0,,,,,,,,,,,-88.246874,,,,,10:00-16:00,,,,,,,,,,,,,,,,,,,,,
,,,61820,6:00-18:30,,,,,6:00-18:30,40.120261,,,,137518,,,,,"[u'Pet Services', u'Pet Boarding/Pet Sitting', u'Pets', u'Pet Groomers', u'Pet Training']",The Dog Den,,,,,,1,,,,,,,8,,,IL,,,,,52 East Washington St,,14:00-16:00,,,,6:00-18:30,,,,6:00-18:30,Champaign,,6:00-18:30,4.5,,,,,,,,,,,-88.240668,,,,,14:00-16:00,,,,,,,,,,,,,,,,,,,,,
,,,61820,9:30-19:00,,,,,9:30-19:00,40.136407,,,,137529,,,,,"[u'Beauty & Spas', u'Hair Salons', u'Nail Salons']",Lovely Nails,,,True,,True,1,,,,,True,,14,,,IL,,,,False,"1903 N Neil St, Unit D",,,,,,9:30-19:00,,,,9:30-19:00,Champaign,,9:30-19:00,4.5,1.0,,,,False,,,,,False,-88.26306899999999,,,False,,9:30-19:00,,,,,,,,,,,False,,,,,,,,,,
False,False,,61820,6:00-23:00,,,,,6:00-23:00,40.090320299999995,,False,True,137537,False,,,True,"[u'American (Traditional)', u'Restaurants', u'Delis', u'Breakfast & Brunch']",Farmhouse Restaurant At Harvest Market,,,,False,True,1,,,,,False,,7,False,loud,IL,,True,False,False,2029 South Neil St,casual,6:00-23:00,,,,6:00-23:00,,False,,6:00-23:00,Champaign,,6:00-23:00,3.5,3.0,False,False,False,False,False,True,,False,False,-88.2458691,,,False,,6:00-23:00,,,False,,,,free,,,,,False,False,,,False,,False,True,True,
False,,,61820,11:00-22:00,False,,,False,11:00-23:00,40.1183497,full_bar,False,,137572,False,,,True,"[u'Pubs', u'Nightlife', u'Restaurants', u'Bars']",Farren's Pub & Eatery,,False,True,False,True,1,,False,True,,False,False,225,,average,IL,,True,,True,308 N Randolph St,,16:00-22:00,True,,True,11:00-22:00,,False,False,11:00-22:00,Champaign,False,11:00-22:00,4.0,2.0,False,,,False,,,,,False,-88.2451587,,,True,False,11:00-23:00,False,True,True,False,False,,no,no,,False,,,False,,,False,False,False,,True,False
False,False,,61820,11:00-22:00,,,,,11:00-22:00,40.1185125,full_bar,False,True,137587,False,,,True,"[u'Restaurants', u'Thai']",Nitaya Thai Restaurant,,,True,False,True,0,,,,,False,,50,False,quiet,IL,,False,True,True,134 W Church St,casual,12:00-21:00,,,,11:00-22:00,,False,,11:00-22:00,Champaign,,11:00-22:00,3.0,2.0,False,False,False,False,True,True,,False,False,-88.2449947,,,False,,11:00-22:00,,,True,,,,no,,,,,True,True,,,False,,False,True,,False
,,,61820,7:30-20:00,,,,,7:30-21:00,40.089896994200004,,,,137625,,,,,"[u'Automotive', u'Car Wash']",Rainstorm Car Wash,,,,,True,1,,,,,,,4,,,IL,,,,,302 Devonshire Dr,,8:00-20:00,,,,7:30-20:00,,,,7:30-20:00,Champaign,,7:30-20:00,4.0,,,,,,,,,,,-88.24820645530001,,,,,7:30-21:00,,,,,,,,,,,,,,,,,,,,,
False,False,False,61821,11:00-22:00,,,,,11:00-23:00,40.097136,full_bar,False,True,137851,False,,,True,"[u'American (New)', u'Restaurants']",Prairie Fire Restaurant,,,True,False,True,0,,,,,True,,23,False,average,IL,,True,True,False,100 Trade Centre Dr,casual,11:00-21:00,,,,11:00-22:00,,False,,11:00-22:00,Champaign,,11:00-22:00,3.0,2.0,False,False,False,False,True,True,,False,False,-88.245695,,,False,,11:00-23:00,,,True,,,,no,,,,,False,True,,,False,,False,True,,True
